Journal name,JCR Abbreviation,2025 JIF,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
GLOBAL BIOGEOCHEMICAL CYCLES,GLOBAL BIOGEOCHEM CY,6.9,5.5,7.4,Q1,6.4,0.8,160,18541,"ENVIRONMENTAL SCIENCES|GEOSCIENCES, MULTIDISCIPLINARY|METEOROLOGY & ATMOSPHERIC SCIENCES"
Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,6.9,6.8,7.8,Q1,6.4,1.2,425,19486,FOOD SCIENCE & TECHNOLOGY
MOLECULAR CANCER THERAPEUTICS,MOL CANCER THER,6.9,5.5,6.4,Q1,6.8,2.1,141,20008,ONCOLOGY
JOURNAL OF CORPORATE FINANCE,J CORP FINANC,6.9,5.9,10.5,Q1,6.7,1,143,21913,"BUSINESS, FINANCE"
Journal of the Taiwan Institute of Chemical Engineers,J TAIWAN INST CHEM E,6.9,6.3,5.6,Q2,5.5,2.3,505,22085,"ENGINEERING, CHEMICAL"
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,ARTHROSCOPY,6.9,5.4,5.9,Q1,5.3,3,334,23271,ORTHOPEDICS|SPORT SCIENCES|SURGERY
AMERICAN SOCIOLOGICAL REVIEW,AM SOCIOL REV,6.9,6.2,11.1,Q1,6.7,1.2,38,26381,SOCIOLOGY
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,6.9,5.9,7.7,Q1,6.4,1.6,157,29030,METEOROLOGY & ATMOSPHERIC SCIENCES
Case Studies in Construction Materials,CASE STUD CONSTR MAT,6.9,6.6,7.2,Q1,6.2,2.1,1500,31863,"CONSTRUCTION & BUILDING TECHNOLOGY|ENGINEERING, CIVIL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
PLANT CELL AND ENVIRONMENT,PLANT CELL ENVIRON,6.9,6.3,8.1,Q1,6.1,1.7,526,37740,PLANT SCIENCES
PLOS BIOLOGY,PLOS BIOL,6.9,7.2,8.1,Q1,6.8,1.5,445,42592,BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOLOGY
SURFACE & COATINGS TECHNOLOGY,SURF COAT TECH,6.9,6.1,6.2,Q1,6.1,1.7,1144,77700,"MATERIALS SCIENCE, COATINGS & FILMS|PHYSICS, APPLIED"
Pharmaceutics,PHARMACEUTICS,6.9,5.5,6.7,Q1,6.6,1.8,1146,82501,PHARMACOLOGY & PHARMACY
Bioelectronic Medicine,BIOELECTRON MED-US,6.8,NA,N/A,N/A,6.5,2.2,13,703,"ENGINEERING, BIOMEDICAL|NEUROSCIENCES"
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,6.8,6.8,5.5,Q1,6.1,2.2,30,1077,"GEOGRAPHY|GEOGRAPHY, PHYSICAL|REMOTE SENSING"
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,6.8,6.8,5.5,Q2,6.1,2.2,30,1077,ENVIRONMENTAL SCIENCES
RIVISTA DEL NUOVO CIMENTO,RIV NUOVO CIMENTO,6.8,7.4,6.3,Q1,6.8,2,0,1161,"PHYSICS, MULTIDISCIPLINARY"
Journal of International Business Policy,J INT BUS POLICY,6.8,4.4,9.4,Q1,5.7,2.6,18,1496,BUSINESS
LAB ANIMAL,LAB ANIMAL,6.8,3.9,6.7,Q1,6.6,0.9,28,1560,VETERINARY SCIENCES
International Journal of Computer-Supported Collaborative Learning,INT J COMP-SUPP COLL,6.8,5.7,6.4,Q1,5.6,1.3,17,1687,EDUCATION & EDUCATIONAL RESEARCH|INFORMATION SCIENCE & LIBRARY SCIENCE
Maritime Economics & Logistics,MARIT ECON LOGIST,6.8,4.8,6,Q2,6.3,0.7,29,1849,TRANSPORTATION
Information and Organization,INFORM ORGAN-UK,6.8,4.7,7.4,Q1,6.3,2.5,26,2063,INFORMATION SCIENCE & LIBRARY SCIENCE|MANAGEMENT
CLINICAL AND EXPERIMENTAL HYPERTENSION,CLIN EXP HYPERTENS,6.8,3.5,2.8,Q2,6.7,0.6,39,2448,PERIPHERAL VASCULAR DISEASE
CLINICAL AND EXPERIMENTAL HYPERTENSION,CLIN EXP HYPERTENS,6.8,3.5,2.8,Q3,6.7,0.6,39,2448,PHARMACOLOGY & PHARMACY
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,MONOGR SOC RES CHILD,6.8,6.2,9.7,Q1,6.8,3,1,2557,"PSYCHOLOGY, DEVELOPMENTAL"
Gas Science and Engineering,GAS SCI ENG,6.8,5.5,6.8,Q1,6.4,1.5,193,3573,"ENGINEERING, CHEMICAL"
Gas Science and Engineering,GAS SCI ENG,6.8,5.5,6.8,Q2,6.4,1.5,193,3573,ENERGY & FUELS
Journal of Computational Design and Engineering,J COMPUT DES ENG,6.8,6.1,5.5,Q1,5.8,1.4,123,3821,"ENGINEERING, MULTIDISCIPLINARY"
Journal of Computational Design and Engineering,J COMPUT DES ENG,6.8,6.1,5.5,Q2,5.8,1.4,123,3821,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,INT J SUST DEV WORLD,6.8,7.7,6.2,Q1,6.6,1.3,57,3999,ECOLOGY
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,INT J SUST DEV WORLD,6.8,7.7,6.2,Q2,6.6,1.3,57,3999,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
SEMINARS IN ONCOLOGY,SEMIN ONCOL,6.8,2.5,4.4,Q2,6.2,1.1,4,4376,ONCOLOGY
Journal of Intellectual Capital,J INTELLECT CAP,6.8,6.8,7.2,Q1,5.2,2,84,4465,BUSINESS|MANAGEMENT
GIScience & Remote Sensing,GISCI REMOTE SENS,6.8,6.9,8.2,Q1,6.6,1.2,143,5449,"GEOGRAPHY, PHYSICAL|REMOTE SENSING"
Electronic Commerce Research and Applications,ELECTRON COMMER R A,6.8,6.3,6.6,Q1,6.5,0.8,73,6219,"BUSINESS|COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
JBI Evidence Synthesis,JBI EVID SYNTH,6.8,4.5,6.8,Q1,6.5,1.1,145,6521,HEALTH CARE SCIENCES & SERVICES
Neuroscience Bulletin,NEUROSCI BULL,6.8,5.8,7.2,Q1,6.1,0.9,143,6594,NEUROSCIENCES
BMJ Quality & Safety,BMJ QUAL SAF,6.8,6.5,6.9,Q1,6.4,1.9,73,8430,HEALTH CARE SCIENCES & SERVICES|HEALTH POLICY & SERVICES
SURVEY OF OPHTHALMOLOGY,SURV OPHTHALMOL,6.8,5.9,7.2,Q1,6.6,2.1,1,8732,OPHTHALMOLOGY
FOOD REVIEWS INTERNATIONAL,FOOD REV INT,6.8,6,9.2,Q1,6.6,1.6,0,9464,FOOD SCIENCE & TECHNOLOGY|NUTRITION & DIETETICS
Virulence,VIRULENCE,6.8,5.4,6.9,Q1,6.6,1,246,10048,IMMUNOLOGY|INFECTIOUS DISEASES|MICROBIOLOGY
JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,6.8,7,7.8,Q1,6.8,1.3,97,10950,IMMUNOLOGY
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,6.8,7.5,7.2,Q1,6.2,1.6,524,12221,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE|COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, SOFTWARE ENGINEERING"
BIOLOGY AND FERTILITY OF SOILS,BIOL FERT SOILS,6.8,5.6,7.2,Q1,6.2,1.6,76,12232,SOIL SCIENCE
MEDICAL JOURNAL OF AUSTRALIA,MED J AUSTRALIA,6.8,8.5,7.2,Q1,6.3,2.5,100,12934,"MEDICINE, GENERAL & INTERNAL"
FOOD POLICY,FOOD POLICY,6.8,6,8.1,Q1,6.2,1.2,141,13083,AGRICULTURAL ECONOMICS & POLICY|ECONOMICS|FOOD SCIENCE & TECHNOLOGY|NUTRITION & DIETETICS
Nanophotonics,NANOPHOTONICS-BERLIN,6.8,6.6,7.1,Q1,6.4,1.7,397,18290,"OPTICS|PHYSICS, APPLIED"
Nanophotonics,NANOPHOTONICS-BERLIN,6.8,6.6,7.1,Q2,6.4,1.7,397,18290,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
COMPUTERS & SECURITY,COMPUT SECUR,6.8,5.4,6.8,Q1,6.5,1.1,384,18444,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,PUBL ASTRON SOC PAC,6.8,7.7,5.9,Q1,6.5,0.9,180,18755,ASTRONOMY & ASTROPHYSICS
Journal of Transport Geography,J TRANSP GEOGR,6.8,6.3,8,Q1,5.9,1.3,343,20255,ECONOMICS|GEOGRAPHY|TRANSPORTATION
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,6.8,6.7,7,Q1,6.2,3.3,197,24989,GASTROENTEROLOGY & HEPATOLOGY|PHARMACOLOGY & PHARMACY
ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,6.8,6.1,7.7,Q1,6.7,1,65,25052,BIOCHEMISTRY & MOLECULAR BIOLOGY|ENDOCRINOLOGY & METABOLISM
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,6.8,6.5,6.8,Q1,5.2,1.6,834,27250,"COMPUTER SCIENCE, SOFTWARE ENGINEERING"
JCI Insight,JCI INSIGHT,6.8,6.1,7.5,Q1,6.8,1.3,517,32354,"MEDICINE, RESEARCH & EXPERIMENTAL"
HUMAN REPRODUCTION,HUM REPROD,6.8,6.1,6.8,Q1,6.4,1.6,181,36998,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
EUROPEAN POLYMER JOURNAL,EUR POLYM J,6.8,6.3,6.4,Q1,6.5,1.3,525,39432,POLYMER SCIENCE
JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,6.8,5.2,10.5,Q1,6.7,0.4,294,67823,"AUTOMATION & CONTROL SYSTEMS|COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
JOURNAL OF ETHNOPHARMACOLOGY,J ETHNOPHARMACOL,6.8,5.4,6.4,Q1,6.1,1.2,1411,72710,"CHEMISTRY, MEDICINAL|INTEGRATIVE & COMPLEMENTARY MEDICINE|PHARMACOLOGY & PHARMACY|PLANT SCIENCES"
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,J PERS SOC PSYCHOL,6.8,6.7,9.1,Q1,6.5,1.1,117,90080,"PSYCHOLOGY, SOCIAL"
Capillarity,CAPILLARITY,6.7,NA,N/A,N/A,5.8,2,26,534,"CHEMISTRY, PHYSICAL"
mLife,MLIFE,6.7,4.5,6.8,Q1,6.6,0.8,39,761,MICROBIOLOGY
Equilibrium-Quarterly Journal of Economics and Economic Policy,EQUILIBRIUM,6.7,6.2,3.7,Q1,5.6,1.2,29,828,ECONOMICS
Visual Computing for Industry Biomedicine and Art,VIS COMPUT IND BIOME,6.7,6,4.7,Q2,6.5,0.8,22,857,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|ENGINEERING, ELECTRICAL & ELECTRONIC|IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
International Journal of Geo-Engineering,INT J GEO-ENG,6.7,7.1,4.4,Q2,6.6,0.9,27,964,"ENGINEERING, GEOLOGICAL"
ACS Polymers Au,ACS POLYM AU,6.7,6.9,6.9,Q1,6.5,1.3,73,1113,POLYMER SCIENCE
Strategy Science,STRATEG SCI,6.7,3.4,5.7,Q2,6.4,0.5,22,1150,MANAGEMENT
Chemical & Biomedical Imaging,CHEM BIOMED IMAGING,6.7,5.7,6.7,Q1,6,1.1,109,1221,"CHEMISTRY, ANALYTICAL|ENGINEERING, BIOMEDICAL"
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,6.7,7.4,5.7,Q1,6,0.7,30,1349,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,6.7,7.4,5.7,Q2,6,0.7,30,1349,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
European Journal of Medicinal Chemistry Reports,EUR J MED CHEM REP,6.7,4.1,6.3,Q1,6.7,1,72,1529,"CHEMISTRY, MEDICINAL"
Current Research in Biotechnology,CURR RES BIOTECHNOL,6.7,4,5.9,Q1,6.6,1,69,1589,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
BioChip Journal,BIOCHIP J,6.7,6.1,5.3,Q1,4.9,1.2,50,1680,"BIOCHEMICAL RESEARCH METHODS|CHEMISTRY, ANALYTICAL"
BioChip Journal,BIOCHIP J,6.7,6.1,5.3,Q2,4.9,1.2,50,1680,NANOSCIENCE & NANOTECHNOLOGY
Propulsion and Power Research,PROPULS POWER RES,6.7,6.3,5.5,Q1,6.6,1.7,32,1715,"ENGINEERING, AEROSPACE|ENGINEERING, MECHANICAL|THERMODYNAMICS"
Contemporary Educational Technology,CONTEMP EDUC TECHNOL,6.7,4.3,N/A,N/A,6.5,1.5,62,1823,EDUCATION & EDUCATIONAL RESEARCH
Biofilm,BIOFILM,6.7,4.9,7,Q1,6.4,1.5,88,1835,MICROBIOLOGY
Journal of Service Theory and Practice,J SERV THEOR PRACT,6.7,4.4,6,Q2,5.7,1.6,50,1916,BUSINESS|MANAGEMENT
Progress in Electromagnetics Research-PIER,PROG ELECTROMAGN RES,6.7,9.3,4.5,Q2,6.6,0.9,27,2300,"ENGINEERING, ELECTRICAL & ELECTRONIC|PHYSICS, APPLIED|TELECOMMUNICATIONS"
Environmental Science-Advances,ENVIRON SCI-ADV,6.7,4.4,6.8,Q1,6.7,1.3,107,2496,ENVIRONMENTAL SCIENCES
Environmental Science-Advances,ENVIRON SCI-ADV,6.7,4.4,6.8,Q2,6.7,1.3,107,2496,"ENGINEERING, ENVIRONMENTAL"
NanoImpact,NANOIMPACT,6.7,5.5,6.3,Q1,6.5,1.5,62,2715,ENVIRONMENTAL SCIENCES
NanoImpact,NANOIMPACT,6.7,5.5,6.3,Q2,6.5,1.5,62,2715,NANOSCIENCE & NANOTECHNOLOGY
Discover Nano,DISCOV NANO,6.7,4.5,6.7,Q1,6.6,1.8,158,2838,"PHYSICS, APPLIED"
Discover Nano,DISCOV NANO,6.7,4.5,6.7,Q2,6.6,1.8,158,2838,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Fire Ecology,FIRE ECOL,6.7,5,6.9,Q1,6.2,0.9,86,2907,ECOLOGY|FORESTRY
Journal of Oral Microbiology,J ORAL MICROBIOL,6.7,5.5,5.8,Q1,6.5,0.8,100,2992,MICROBIOLOGY
Colloid and Interface Science Communications,COLLOID INTERFAC SCI,6.7,4.7,4.7,Q2,6.4,1.3,43,3250,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, COATINGS & FILMS|NANOSCIENCE & NANOTECHNOLOGY"
Chinese Journal of Cancer Research,CHINESE J CANCER RES,6.7,6.3,6.2,Q1,5.7,1.8,53,3393,ONCOLOGY
Sustainable Futures,SUSTAIN FUTURES,6.7,4.9,6.7,Q1,5.6,1.1,1102,3975,ENVIRONMENTAL SCIENCES|OPERATIONS RESEARCH & MANAGEMENT SCIENCE
Strategic Entrepreneurship Journal,STRATEG ENTREP J,6.7,6.3,8.3,Q1,6.4,0.9,32,4245,BUSINESS|MANAGEMENT
JPAD-Journal of Prevention of Alzheimers Disease,JPAD-J PREV ALZHEIM,6.7,7.8,8.4,Q1,6.3,2.7,193,5063,CLINICAL NEUROLOGY
Frontiers in Artificial Intelligence,FRONT ARTIF INTELL,6.7,4.7,6.2,Q1,6.5,1.2,469,7520,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
Frontiers in Artificial Intelligence,FRONT ARTIF INTELL,6.7,4.7,6.2,Q2,6.5,1.2,469,7520,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
Crop Journal,CROP J,6.7,5.6,7.2,Q1,6.4,1.9,180,7947,AGRONOMY|PLANT SCIENCES
Biomaterials Advances,BIOMATER ADV,6.7,6,6.9,Q1,6.5,1.5,343,9075,"MATERIALS SCIENCE, BIOMATERIALS"
Journal of Occupational Health Psychology,J OCCUP HEALTH PSYCH,6.7,3.9,7.2,Q1,6.4,0.8,26,9089,"PSYCHOLOGY, APPLIED|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Molecular Systems Biology,MOL SYST BIOL,6.7,7.7,8.8,Q1,6.6,1.3,79,10364,BIOCHEMISTRY & MOLECULAR BIOLOGY
Sustainable Chemistry and Pharmacy,SUSTAIN CHEM PHARM,6.7,5.8,6.3,Q1,6.5,2,335,10702,ENVIRONMENTAL SCIENCES
Sustainable Chemistry and Pharmacy,SUSTAIN CHEM PHARM,6.7,5.8,6.3,Q2,6.5,2,335,10702,"CHEMISTRY, MULTIDISCIPLINARY|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
Microbial Biotechnology,MICROB BIOTECHNOL,6.7,5.2,6.5,Q1,6.2,1.5,171,10793,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|MICROBIOLOGY
Advanced Intelligent Systems,ADV INTELL SYST-GER,6.7,6.1,7.9,Q1,6.4,0.8,371,11417,"AUTOMATION & CONTROL SYSTEMS|COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ROBOTICS"
Trauma Violence & Abuse,TRAUMA VIOLENCE ABUS,6.7,5.4,9.5,Q1,6.4,1,10,11615,CRIMINOLOGY & PENOLOGY|FAMILY STUDIES|SOCIAL WORK
INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,6.7,5.3,7.1,Q1,6.2,1.2,333,11700,EDUCATION & EDUCATIONAL RESEARCH
JOURNAL OF HEART AND LUNG TRANSPLANTATION,J HEART LUNG TRANSPL,6.7,6,6.8,Q1,5.9,1.9,191,14069,CARDIAC & CARDIOVASCULAR SYSTEMS|RESPIRATORY SYSTEM|SURGERY|TRANSPLANTATION
EUROPEAN JOURNAL OF AGRONOMY,EUR J AGRON,6.7,5.5,6.8,Q1,6.3,1.5,371,16209,AGRONOMY
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,6.7,6,7.9,Q1,6.6,0.9,0,16255,CELL BIOLOGY|DEVELOPMENTAL BIOLOGY
EUROPEAN JOURNAL OF ENDOCRINOLOGY,EUR J ENDOCRINOL,6.7,5.2,5.8,Q1,6.3,1.2,190,16421,ENDOCRINOLOGY & METABOLISM
HEALTH AFFAIRS,HEALTH AFFAIR,6.7,8.1,8.1,Q1,6.3,1.8,156,20492,HEALTH CARE SCIENCES & SERVICES|HEALTH POLICY & SERVICES
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,INT J IMPACT ENG,6.7,5.7,6.7,Q1,5.8,1.4,300,22468,"ENGINEERING, MECHANICAL|MECHANICS"
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,J ANAL APPL PYROL,6.7,6.2,6.8,Q1,5.9,1.7,514,27022,"CHEMISTRY, ANALYTICAL|ENGINEERING, CHEMICAL"
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,J ANAL APPL PYROL,6.7,6.2,6.8,Q2,5.9,1.7,514,27022,ENERGY & FUELS
ECOLOGICAL ECONOMICS,ECOL ECON,6.7,6.3,7.9,Q1,6.3,1.4,290,37833,ECOLOGY|ECONOMICS|ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES
JOURNAL OF APPLIED PSYCHOLOGY,J APPL PSYCHOL,6.7,6.1,11.1,Q1,6.4,0.9,74,56414,"MANAGEMENT|PSYCHOLOGY, APPLIED"
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,EUR J MED CHEM,6.7,5.9,6.6,Q1,6.1,1.6,846,62317,"CHEMISTRY, MEDICINAL"
TALANTA,TALANTA,6.7,6.1,6,Q1,6.3,1.9,1596,71686,"CHEMISTRY, ANALYTICAL"
NEUROCOMPUTING,NEUROCOMPUTING,6.7,6.5,6.4,Q1,5.9,1.1,2646,74882,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,J AGR FOOD CHEM,6.7,6.2,6.9,Q1,5.9,1.4,2340,166447,"AGRICULTURE, MULTIDISCIPLINARY|CHEMISTRY, APPLIED|FOOD SCIENCE & TECHNOLOGY"
Journal of Alloys and Compounds,J ALLOY COMPD,6.7,6.3,6.1,Q1,5.8,1.8,7021,275577,METALLURGY & METALLURGICAL ENGINEERING
Journal of Alloys and Compounds,J ALLOY COMPD,6.7,6.3,6.1,Q2,5.8,1.8,7021,275577,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
European Journal of Psychology Applied to Legal Context,EUR J PSYCHOL APPL L,6.6,5.5,5.9,Q1,6.2,1.8,10,589,"LAW|PSYCHOLOGY, MULTIDISCIPLINARY"
Journal of New Approaches in Educational Research,J NEW APPROACHES EDU,6.6,4.9,5.6,Q1,6.5,1.8,25,832,EDUCATION & EDUCATIONAL RESEARCH
BMJ Mental Health,BMJ MENTAL HEALTH,6.6,4.9,6.6,Q1,6.3,1,118,1012,PSYCHIATRY
Advances in Sample Preparation,ADV SAMPLE PREP,6.6,6.5,7.2,Q1,6.2,3.5,78,1202,"CHEMISTRY, ANALYTICAL"
Materials for Renewable and Sustainable Energy,MATER RENEW SUSTAIN,6.6,5.5,6.6,Q2,6.4,2.2,50,1287,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Cleaner Logistics and Supply Chain,CLEAN LOGIST SUPPL C,6.6,6.8,7.4,Q1,6.1,1,81,1468,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
Journal of Computers in Education,J COMPUT EDUC,6.6,4.7,7.1,Q1,6.6,0.9,31,1822,EDUCATION & EDUCATIONAL RESEARCH
IEEE Open Journal of Vehicular Technology,IEEE OPEN J VEH TECH,6.6,4.8,7.1,Q1,6.3,1.1,175,1954,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS|TRANSPORTATION SCIENCE & TECHNOLOGY"
Turkish Journal of Emergency Medicine,TURK J EMERG MED,6.6,NA,3.7,Q1,6.6,0.3,36,1967,EMERGENCY MEDICINE
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,J INVEST ALLERG CLIN,6.6,4.8,6.4,Q1,5.8,1.8,28,2538,ALLERGY|IMMUNOLOGY
JOURNAL OF COMPUTER INFORMATION SYSTEMS,J COMPUT INFORM SYST,6.6,4.2,4.7,Q2,6.3,1.2,69,3653,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
Current Opinion in Environmental Science & Health,CURR OPIN ENV SCI HL,6.6,6.6,7.5,Q1,6.4,2.1,74,4031,ENVIRONMENTAL SCIENCES
SEMINARS IN NUCLEAR MEDICINE,SEMIN NUCL MED,6.6,5.9,6.3,Q1,6.4,3.3,0,4102,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
RSC Sustainability,RSC SUSTAIN,6.6,4.9,6.6,Q1,6.4,1.7,270,4147,"ENGINEERING, CHEMICAL"
RSC Sustainability,RSC SUSTAIN,6.6,4.9,6.6,Q2,6.4,1.7,270,4147,"CHEMISTRY, MULTIDISCIPLINARY|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
Frontiers of Physics,FRONT PHYS-BEIJING,6.6,5.3,5.9,Q1,6.1,1.4,105,4268,"PHYSICS, MULTIDISCIPLINARY"
npj Quantum Materials,NPJ QUANTUM MATER,6.6,6.2,6,Q1,6,1.9,107,4376,"PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
npj Quantum Materials,NPJ QUANTUM MATER,6.6,6.2,6,Q2,6,1.9,107,4376,"MATERIALS SCIENCE, MULTIDISCIPLINARY|QUANTUM SCIENCE & TECHNOLOGY"
Smart Cities,SMART CITIES-BASEL,6.6,5.5,7.2,Q1,6.1,2.3,175,4581,"ENGINEERING, ELECTRICAL & ELECTRONIC|URBAN STUDIES"
Future Foods,FUTURE FOODS,6.6,8.2,8.5,Q1,6.1,1.6,314,4714,FOOD SCIENCE & TECHNOLOGY
International Journal of Precision Engineering and Manufacturing-Green Technology,INT J PR ENG MAN-GT,6.6,5.6,6,Q1,5.7,1.4,106,4782,"ENGINEERING, MANUFACTURING|ENGINEERING, MECHANICAL"
International Journal of Precision Engineering and Manufacturing-Green Technology,INT J PR ENG MAN-GT,6.6,5.6,6,Q2,5.7,1.4,106,4782,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Tourism Geographies,TOURISM GEOGR,6.6,4.7,7.2,Q1,4.7,0.8,99,5005,"HOSPITALITY, LEISURE, SPORT & TOURISM"
Current Atherosclerosis Reports,CURR ATHEROSCLER REP,6.6,5.2,6.7,Q1,6.5,1.4,0,5434,PERIPHERAL VASCULAR DISEASE
JOURNAL OF ECONOMIC SURVEYS,J ECON SURV,6.6,5,8.2,Q1,6.2,0.8,49,6835,ECONOMICS
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,SCI TECHNOL ADV MAT,6.6,6.9,7.1,Q2,6.5,1.7,79,7938,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Ocular Surface,OCUL SURF,6.6,5.6,6.9,Q1,6.3,1.4,83,8028,OPHTHALMOLOGY
JOURNAL OF WORLD BUSINESS,J WORLD BUS,6.6,8.8,9.3,Q1,6,1.6,38,8308,BUSINESS
STATISTICAL SCIENCE,STAT SCI,6.6,3.4,6.2,Q1,6.5,1.3,32,9500,STATISTICS & PROBABILITY
MANAGEMENT DECISION,MANAGE DECIS,6.6,5.1,6.3,Q1,5.5,1.3,320,13053,MANAGEMENT
MANAGEMENT DECISION,MANAGE DECIS,6.6,5.1,6.3,Q2,5.5,1.3,320,13053,BUSINESS
CNS Neuroscience & Therapeutics,CNS NEUROSCI THER,6.6,5,6.9,Q1,6.4,1.2,435,14945,NEUROSCIENCES|PHARMACOLOGY & PHARMACY
THYROID,THYROID,6.6,6.7,6.5,Q1,6.1,1.9,113,16685,ENDOCRINOLOGY & METABOLISM
EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,6.6,5.9,8.8,Q1,6.4,1.8,114,16920,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
MODERN PATHOLOGY,MODERN PATHOL,6.6,5.5,7.2,Q1,6.3,2.4,193,19778,PATHOLOGY
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,IEEE T NEUR SYS REH,6.6,5.2,6.7,Q1,6.2,0.8,423,20154,"ENGINEERING, BIOMEDICAL|REHABILITATION"
ISA TRANSACTIONS,ISA T,6.6,6.5,6.3,Q1,5.9,1.5,550,22137,"AUTOMATION & CONTROL SYSTEMS|ENGINEERING, MULTIDISCIPLINARY|INSTRUMENTS & INSTRUMENTATION"
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,6.6,7,9.3,Q1,6.3,1.3,123,24510,"PSYCHIATRY|PSYCHOLOGY|PSYCHOLOGY, DEVELOPMENTAL"
